ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Borrowings,Patterns,Morpheme_Glosses
Chamacoco-165_write-1,,Chamacoco,165_write,chichew,chichew,tɕ i tɕ e w,,ciucci2013,,,,,,0,0,?
Chamacoco-106_year-1,,Chamacoco,106_year,ãyt; tarokot; taro,ãyt,ãi t,,ciucci2013,,,,,,0,0,?
Chamacoco-106_year-2,,Chamacoco,106_year,ãyt; tarokot; taro,tarokot,t a r o k o t,,ciucci2013,,,,,,0,0,?
Chamacoco-106_year-3,,Chamacoco,106_year,ãyt; tarokot; taro,taro,t a r o,,ciucci2013,,,,,,0,0,?
Chamacoco-167_yellow-1,,Chamacoco,167_yellow,kahɨr,kahɨr,k a h ɨ r,,ciucci2013,,,,,,0,0,?
TobaPilaga-311_aramidesypecaha-1,,TobaPilaga,311_aramidesypecaha,wochiaGat,wochiaxat,w o tʃ j a ʁ a t,,arenas1993,,,,,,0,0,?
TobaPilaga-220_busarellusnigricollis-1,,TobaPilaga,220_busarellusnigricollis,miyo,miyo,m i j o,,arenas1993,,,,,,0,0,?
TobaPilaga-250_chaunatorquata-1,,TobaPilaga,250_chaunatorquata,taha:q,taha:q,t a h a k,,arenas1993,,,,,,0,0,?
TobaPilaga-316_citrulluslanatus-2,,TobaPilaga,316_citrulluslanatus,koda:,koda:,k o d a,,arenas1993,,,,,,0,0,?
TobaPilaga-260_crocodilealligator-1,,TobaPilaga,260_crocodilealligator,ñiaGadiaq,ñiaGadiaq,ɲ j a ʕ a d j a q,,arenas1993,,,,,,0,0,?
TobaPilaga-321_crotophagaani-1,,TobaPilaga,321_crotophagaani,konaganaGae lalo,konaganaGae lalo,k o n a ʁ a n a ʁ ai + l a + l o,,arenas1993,,,,,,0,0,witch _:poss pet
TobaPilaga-321_crotophagaani-2,,TobaPilaga,321_crotophagaani,potanaGae,potanaGae,p o + t a n a ʁ ai,,arenas1993,,,,,,0,0,? Crotophaga
TobaPilaga-308_dendrocygnabicolor-1,,TobaPilaga,308_dendrocygnabicolor,Bilili:'e,Bilili:'e,ʋ i ʎ i ʎ i ʔ e,,arenas1993,,,,,,0,0,?
TobaPilaga-308_dendrocygnabicolor-2,,TobaPilaga,308_dendrocygnabicolor,chiye'e,chiye'e,tʃ i j e ʔ e,,arenas1993,,,,,,0,0,?
TobaPilaga-211_himantopusmelanurus-1,,TobaPilaga,211_himantopusmelanurus,kahoGonaGa netehoko,kahoGonaGa netehoko,k a h o ʁ o n a ʁ a + n e + t e h o q o,,arenas1993,,,,,,0,0,thunder _:poss uncle
TobaPilaga-211_himantopusmelanurus-2,,TobaPilaga,211_himantopusmelanurus,kahoGonaGa lonaganek,kahoGonaGa lonaganek,k a h o ʁ o n a ʁ a + l + o n a ʁ a n e k,,arenas1993,,,,,,0,0,thunder _:poss singer
TobaPilaga-310_hymenachneamplexicaulis-2,,TobaPilaga,310_hymenachneamplexicaulis,polchaq,polchaq,p o l tʃ a q,,arenas1993,,,,,,0,0,?
TobaPilaga-190_machetornisrixosa-2,,TobaPilaga,190_machetornisrixosa,pegeaq lapaqate,pegeaq lapaqate,p e g j a q + l a p a q a t e,,arenas1993,,,,,,0,0,horse _:?
TobaPilaga-190_machetornisrixosa-3,,TobaPilaga,190_machetornisrixosa,pegeaq neketadihe lo'o,pegeaq neketadihe lo'o,p e g j a q + n e k e t a d i h e + l o ʔ o,,arenas1993,,,,,,0,0,horse _:? master
TobaPilaga-190_machetornisrixosa-4,,TobaPilaga,190_machetornisrixosa,qoBi lala,qoBi lala,q o w i + l a l a,,arenas1993,,,,,,0,0,yellow _:?
TobaPilaga-224_molothrusbonariensis-1,,TobaPilaga,224_molothrusbonariensis,wohem ledaGae,wohem ledaGae,w o h e m + l e d a ʁ ai,,arenas1993,,,,,,0,0,wohem black
TobaPilaga-224_molothrusbonariensis-2,,TobaPilaga,224_molothrusbonariensis,wohem,wohem,w o h e m,,arenas1993,,,,,,0,0,?
TobaPilaga-324_ortaliscanicollis-1,,TobaPilaga,324_ortaliscanicollis,qochieñi,qochieñi,q o tʃ i e ɲ i,,arenas1993,,,,,,0,0,?
TobaPilaga-226_phoradendronliga-1,,TobaPilaga,226_phoradendronliga,epak lepete,epak lepete,e p a q + l e + p e t e,,arenas1993,,,,,,0,0,tree _:poss _:?
TobaPilaga-226_phoradendronliga-2,,TobaPilaga,226_phoradendronliga,netaGae laqaik,netaGae laqaik,n e t a ʁ ai + l a + q ai c,,arenas1993,,,,,,0,0,water _:poss head
TobaPilaga-185_procyoncancrivorus-1,,TobaPilaga,185_procyoncancrivorus,kosaingo,kosaingo,k o s ai n g o,,arenas1993,,,,,,0,0,?
TobaPilaga-185_procyoncancrivorus-2,,TobaPilaga,185_procyoncancrivorus,wayaGa ledaGae,wayaGa ledaGae,w a j a ʁ a + l + e d a ʁ ai,,arenas1993,,,,,,0,0,fox _:3sg black
TobaPilaga-119_rheaamericana-1,,TobaPilaga,119_rheaamericana,mañik,mañik,m a ɲ i k,,arenas1993,,,,,,0,0,?
TobaPilaga-227_rostrhamussociabilis-1,,TobaPilaga,227_rostrhamussociabilis,potaelamek,potaelamek,p o t ai + l a m e k,,arenas1993,,,,,,0,0,bear liver
TobaPilaga-49_schinopsislorentzii-1,,TobaPilaga,49_schinopsislorentzii,ketaqaik,ketaqaik,k e t a q ai k,,arenas1993,,,,,,0,0,?
TobaPilaga-235_sennamorongii-3,,TobaPilaga,235_sennamorongii,wagayaGa namaik,wagayaGa namaik,w a ʕ a j a ʕ a + n a m ai k,,arenas1993,,,,,,0,0,fox food
TobaPilaga-192_serrasalmusspilopleura-1,,TobaPilaga,192_serrasalmusspilopleura,kote,kote,k o t e,,arenas1993,,,,,,0,0,?
TobaPilaga-210_sicalisflaveola-1,,TobaPilaga,210_sicalisflaveola,alalagahe,alalagahe,a l a l a ʁ a h e,,arenas1993,,,,,,0,0,?
TobaPilaga-247_tapirusterrestris-1,,TobaPilaga,247_tapirusterrestris,lolgeaq,lolgeaq,l o l i ʁ a q,,arenas1993,,,,,,0,0,?
TobaPilaga-317_tayassupecari-1,,TobaPilaga,317_tayassupecari,kodage,kodage,k o d a g e,,arenas1993,,,,,,0,0,?
TobaPilaga-312_turdusamaurochalinus-1,,TobaPilaga,312_turdusamaurochalinus,mok,mok,m o k,,arenas1993,,,,,,0,0,?
TobaPilaga-312_turdusamaurochalinus-2,,TobaPilaga,312_turdusamaurochalinus,wochilala,wochilala,w o tʃ i l a l a,,arenas1993,,,,,,0,0,?
EnxetSur-99_palmofhand-2,,EnxetSur,99_palmofhand,Áwa’ egmek,áwa’ egmek,ɑː + w ʌ ʔ + ɪ ŋ + m ɪ k,,curtis2018,,,,,,0,0,_:poss hair _:poss hand
Pilaga-299_thunder-1,,Pilaga,299_thunder,nalimaʕa,nalimaʕa,n + a l i m + a ʁ a,,buckwalter2015;vidal2010;filipov1993,,,,,,0,0,_:3sg roar _:nmlz
Pilaga-299_thunder-2,,Pilaga,299_thunder,qasoʕonaʕa lawaq,qasoʕonaʕa lawaq,q a s o ʕ o n a ʕ a + l a + w a q,,buckwalter2015;vidal2010;filipov1993,,,,,,0,0,lightning _:poss hand
Pilaga-269_wakeup-2,,Pilaga,269_wakeup,yiqotoʕon,yi+qotoʕon,j i + q o t o ʕ o n,,buckwalter2015;vidal2010;filipov1993,,,,,,0,0,_:3sg wake.up
TobaPilaga-46_animal-1,,TobaPilaga,46_animal,alo,alo,a l o ʔ,,arenas1993,,,,,21,0,0,?
TobaPilaga-46_animal-2,,TobaPilaga,46_animal,jíyac,jíyac,h e j a k,,arenas1993,,,,,22,0,0,?
TobaPilaga-118_ant-1,,TobaPilaga,118_ant,pîjó,pîjó,p e h o ʔ,,arenas1993,,,,,,0,0,?
TobaPilaga-57_arm-1,,TobaPilaga,57_arm,naltí,n+altí,n + a l t e,,arenas1993,,,,,,0,0,_:poss arm
TobaPilaga-274_ashes-1,,TobaPilaga,274_ashes,jálo,jálo,h a l o,,arenas1993,,,,,24,0,0,?
TobaPilaga-242_assdonkey-1,,TobaPilaga,242_assdonkey,ájina,ájina,a h i n a,,arenas1993,,,,,,0,0,?
TobaPilaga-82_back-1,,TobaPilaga,82_back,palatéta,palatéta,p a l a t e t a,,arenas1993,,,,,,0,0,?
TobaPilaga-80_beak-1,,TobaPilaga,80_beak,najíp,n+ajíp,n + a h e p,,arenas1993,,,,,1 2409,0,0,_:poss beak
TobaPilaga-253_bear-1,,TobaPilaga,253_bear,potái,potái,p o t ai,,arenas1993,,,,,,0,0,?
TobaPilaga-58_beard-1,,TobaPilaga,58_beard,cálayogót,cálayogót,q a ʔ + l + a j o ʕ o t,,arenas1993,,,,,,0,0,chin _:poss hair
TobaPilaga-124_bed-1,,TobaPilaga,124_bed,nuchágala,nu+chágala,n + o tʃ + a ʕ a + l a,,arenas1993,,,,,,0,0,_:poss sleep _:val _:loc
TobaPilaga-124_bed-2,,TobaPilaga,124_bed,néla,né+la,n + e l a ʔ,,arenas1993,,,,,,0,0,_:poss bed
TobaPilaga-187_bird-1,,TobaPilaga,187_bird,máyo,máyo,m a j o,,arenas1993,,,,,,0,0,?
TobaPilaga-243_black-1,,TobaPilaga,243_black,lédagaic,l+éd+agai,l + e d + a ʁ ai,,arenas1993,,,,,,0,0,_:3sg black _:adj
TobaPilaga-85_blood-1,,TobaPilaga,85_blood,nitauó,ni+tauó,n i + t a w o,,arenas1993,,,,,,0,0,_:poss blood
TobaPilaga-83_bone-1,,TobaPilaga,83_bone,nipiníc,ni+piníc,n i + pˀ i n e k,,arenas1993,,,,,,0,0,_:poss bone
TobaPilaga-40_borntobe-1,,TobaPilaga,40_borntobe,yíñi,yíñi,j i + ɲ i,,arenas1993,,,,,,0,0,be.born _:down
TobaPilaga-40_borntobe-2,,TobaPilaga,40_borntobe,caiñi,caiñi,k a j i + ɲ i,,arenas1993,,,,,,0,0,be.born _:down
TobaPilaga-78_breastofwoman-1,,TobaPilaga,78_breastofwoman,notetí,no+tetí,n o + t e t i,,arenas1993,,,,,,0,0,_:poss breast
TobaPilaga-256_bull-1,,TobaPilaga,256_bull,uaca lí'im,uaca lí'im,w a k a + l i ʔ i m,,arenas1993,,,,,,0,0,cow ?
TobaPilaga-123_burnvbintrans-1,,TobaPilaga,123_burnvbintrans,yavíc,y+awik,j + a w i k,,arenas1993,,,,,,0,0,_:3sg burn
TobaPilaga-123_burnvbintrans-2,,TobaPilaga,123_burnvbintrans,idáingui,idáingui,e d + a i n g i,,arenas1993,,,,,,0,0,burn _:loc
TobaPilaga-278_buy-1,,TobaPilaga,278_buy,cót,cót,k o t,,arenas1993,,,,,,0,0,?
TobaPilaga-273_cat-1,,TobaPilaga,273_cat,míchi,míchi,m i tʃ i,,arenas1993,,,,,,0,0,?
TobaPilaga-273_cat-2,,TobaPilaga,273_cat,idiátagaic,idiátagaic,i d j a t a ʁ ai k,,arenas1993,,,,,,0,0,?
TobaPilaga-273_cat-3,,TobaPilaga,273_cat,copaicoló,copaicoló,k o p ai k + a l o,,arenas1993,,,,,,0,0,cat woman
TobaPilaga-254_chest-1,,TobaPilaga,254_chest,natógui,na+tógui,n a + t o g i,,arenas1993,,,,,,0,0,_:poss chest
TobaPilaga-254_chest-2,,TobaPilaga,254_chest,najot,na+jot,n + a h o t,,arenas1993,,,,,,0,0,_:poss chest
TobaPilaga-101_child-1,,TobaPilaga,101_child,notolíc,notolíc,n o ʁ o t o l e k,,arenas1993,,,,,,0,0,?
TobaPilaga-101_child-2,,TobaPilaga,101_child,ñocolcá,ñocolcá,ɲ o q o l q a,,arenas1993,,,,,,0,0,?
TobaPilaga-95_claw-1,,TobaPilaga,95_claw,máyo linát,máyo linát,m a j o + l e + n a t,,arenas1993,,,,,,0,0,bird _:poss nail
TobaPilaga-92_cloud-1,,TobaPilaga,92_cloud,piyím ló'oc,piyím ló'oc,p i j i m + l o + ʔ o k,,arenas1993,,,,,,0,0,sky _:poss skin
TobaPilaga-103_club-1,,TobaPilaga,103_club,nipón,nipón,n i + p o n,,arenas1993,,,,,,0,0,_:poss club
TobaPilaga-103_club-2,,TobaPilaga,103_club,najé'l,najé'l,n a h e l,,arenas1993,,,,,25,0,0,?
TobaPilaga-266_cold-1,,TobaPilaga,266_cold,ómayi,ómayi,o m + a j i,,arenas1993,,,,,,0,0,cold _:loc
TobaPilaga-266_cold-2,,TobaPilaga,266_cold,jó'om,jó'om,h o ʔ o m,,arenas1993,,,,,,0,0,?
TobaPilaga-266_cold-3,,TobaPilaga,266_cold,tí,tí,t i,,arenas1993,,,,,,0,0,?
TobaPilaga-279_come-1,,TobaPilaga,279_come,nac,nac,n a k,,arenas1993,,,,,,0,0,?
TobaPilaga-279_come-2,,TobaPilaga,279_come,naiquéna,naiquéna,n ai k e n a,,arenas1993,,,,,,0,0,?
TobaPilaga-159_cook-1,,TobaPilaga,159_cook,nága,nága,n a g a,,arenas1993,,,,,,0,0,?
TobaPilaga-159_cook-2,,TobaPilaga,159_cook,uóje,uóje,w o h e,,arenas1993,,,,,,0,0,?
TobaPilaga-159_cook-3,,TobaPilaga,159_cook,uógon,uógon,w o g o n,,arenas1993,,,,,,0,0,?
TobaPilaga-159_cook-4,,TobaPilaga,159_cook,dáto,dáto,d a t o,,arenas1993,,,,,,0,0,?
TobaPilaga-127_cousin-1,,TobaPilaga,127_cousin,yachocolíc,yachocolíc,j a tʃ o k o l e + k,,arenas1993,,,,,,0,0,cousin _:masc
TobaPilaga-127_cousin-2,,TobaPilaga,127_cousin,yanocolíc,yanocolíc,j a n o k o l e + k,,arenas1993,,,,,,0,0,cousin _:masc
TobaPilaga-127_cousin-3,,TobaPilaga,127_cousin,yapiló'oli,yapiló'oli,j a p i l o ʔ o l e,,arenas1993,,,,,,0,0,?
TobaPilaga-76_cover-1,,TobaPilaga,76_cover,padelígui,padelígui,p a d e + l e g e,,arenas1993,,,,,,0,0,put.on _:loc
TobaPilaga-76_cover-2,,TobaPilaga,76_cover,padelóti,padelóti,p a d e l o t i,,arenas1993,,,,,,0,0,?
TobaPilaga-252_cow-1,,TobaPilaga,252_cow,uacá,uacá,w a k a,,arenas1993,,,,,,0,0,?
TobaPilaga-277_cryweep-1,,TobaPilaga,277_cryweep,yén,yén,n + o j e n,,arenas1993,,,,,,0,0,_:3sg cry
TobaPilaga-166_deer-1,,TobaPilaga,166_deer,tánaganagá,tánaganagá,t a n a ʁ a n a ʁ a,,arenas1993,,,,,,0,0,?
TobaPilaga-129_dog-1,,TobaPilaga,129_dog,píoc,píoc,p j o q,,arenas1993,,,,,,0,0,?
TobaPilaga-60_doorgate-1,,TobaPilaga,60_doorgate,najóm,lajom,l + a h o m,,arenas1993,,,,,,0,0,_:poss door
TobaPilaga-174_dove-1,,TobaPilaga,174_dove,docotó,docotó,d o + q o t o,,arenas1993,,,,,,0,0,? dove
TobaPilaga-174_dove-2,,TobaPilaga,174_dove,uochíp,uochíp,w o tʃ i p,,arenas1993,,,,,,0,0,?
TobaPilaga-162_drink-1,,TobaPilaga,162_drink,yúm,iyom,i j o m,,arenas1993,,,,,,0,0,?
TobaPilaga-164_dust-1,,TobaPilaga,164_dust,aléua,aléua,a l e w a,,arenas1993,,,,,,0,0,?
TobaPilaga-164_dust-2,,TobaPilaga,164_dust,enágayaga,enágayaga,e n a ʁ a j a ʁ a,,arenas1993,,,,,,0,0,?
TobaPilaga-53_ear-1,,TobaPilaga,53_ear,niquitéla,neketela,n e + k e + t e l a,,arenas1993,,,,,41 3882,0,0,_:poss _:/ke ear
TobaPilaga-139_earthgroundsoil-1,,TobaPilaga,139_earthgroundsoil,aléua,aléua,a l e w a,,arenas1993,,,,,,0,0,?
TobaPilaga-276_eat-1,,TobaPilaga,276_eat,quí'i,quí'i,k e ʔ e,,arenas1993,,,,,,0,0,?
TobaPilaga-276_eat-2,,TobaPilaga,276_eat,líc,líc,j + a l i k,,arenas1993,,,,,,0,0,_:3sg eat
TobaPilaga-281_elbow-1,,TobaPilaga,281_elbow,cotí,cotí,q o t e,,arenas1993,,,,,,0,0,?
TobaPilaga-263_everyall-1,,TobaPilaga,263_everyall,yimá,yimá,j + i m a ʔ,,arenas1993,,,,,,0,0,_:3sg complete
TobaPilaga-263_everyall-2,,TobaPilaga,263_everyall,iná'uac,iná'uac,n a w a,,arenas1993,,,,,,0,0,?
TobaPilaga-259_eyelash-1,,TobaPilaga,259_eyelash,lotiquí,lotiquí,n + l o t e k e,,arenas1993,,,,,2 3 3 2   ?,0,0,_:poss eyelash
TobaPilaga-41_fall-1,,TobaPilaga,41_fall,caiñí,caiñí,k ai + ɲ i,,arenas1993,,,,,,0,0,fall _:dir
TobaPilaga-146_faradv-1,,TobaPilaga,146_faradv,cayá'aguí,cayá'aguí,q a j a ʔ a + g e,,arenas1993,,,,,,0,0,far _:loc
TobaPilaga-282_father-1,,TobaPilaga,282_father,netá,netá,n e + tˀ a,,arenas1993,,,,,,0,0,_:poss father
TobaPilaga-44_feather-1,,TobaPilaga,44_feather,máyo lauá,máyo lauá,m a j o ʔ + l + a w a,,arenas1993,,,,,,0,0,bird _:poss feather
TobaPilaga-110_fightvb-1,,TobaPilaga,110_fightvb,lóiqui,lóiqui,d e + l oi k i,,arenas1993,,,,,,0,0,_:3sg fight
TobaPilaga-96_findorsal-1,,TobaPilaga,96_findorsal,niyagalauá,niyagalauá,n i j a ʁ a + l + a w a,,arenas1993,,,,,,0,0,fish _:poss wing
TobaPilaga-64_finger-1,,TobaPilaga,64_finger,yagatá,yagatá,j a ʁ a t a,,arenas1993,,,,,,0,0,_:poss finger
TobaPilaga-94_fingernail-1,,TobaPilaga,94_fingernail,ninát,ninát,n e + n a t,,arenas1993,,,,,,0,0,_:poss nail
TobaPilaga-97_fish-1,,TobaPilaga,97_fish,níyac,níyac,n i j a q,,arenas1993,,,,,,0,0,?
TobaPilaga-91_fishscale-1,,TobaPilaga,91_fishscale,liyo,liyo,l i + j o,,arenas1993,,,,,,0,0,_:poss fishscale
TobaPilaga-128_flea-1,,TobaPilaga,128_flea,napagát,napagát,n + a p a ʕ a t,,arenas1993,,,,,,0,0,_:poss flea
TobaPilaga-132_float-1,,TobaPilaga,132_float,yo,yo,j o,,arenas1993,,,,,,0,0,fly
TobaPilaga-248_flower-1,,TobaPilaga,248_flower,dauó,d+auo,d + a w o,,arenas1993,,,,,,0,0,_:poss flower
TobaPilaga-133_flyvb-1,,TobaPilaga,133_flyvb,yo,hu+ayo,w + a j o,,arenas1993,,,,,,0,0,_:3sg fly
TobaPilaga-246_foot-1,,TobaPilaga,246_foot,nápia,lapia',l + a p j a ʔ,,arenas1993,,,,,,0,0,_:poss foot
TobaPilaga-121_footprint-1,,TobaPilaga,121_footprint,nápia,nápia,n + a p j a ʔ,,arenas1993,,,,,,0,0,_:poss foot
TobaPilaga-154_four-1,,TobaPilaga,154_four,"nalótapîgat, nalote'eta laqaya'",nalote'eta laqaya',n + a l o t e ʔ e t a + l + a q a j a + ʔ,,arenas1993,,,,,,0,0,_:3sg be.equal _:poss other _:pl
TobaPilaga-160_fox-1,,TobaPilaga,160_fox,uágayaga,uágayaga,w a ʁ a j a ʁ a,,arenas1993,,,,,,0,0,?
TobaPilaga-285_fruit-1,,TobaPilaga,285_fruit,jalá,jalá,h a l a,,arenas1993,,,,,,0,0,?
TobaPilaga-89_fur-1,,TobaPilaga,89_fur,oc,lo'oc,l o + ʔ o k,,arenas1993,,,,,,0,0,_:poss skin
TobaPilaga-283_give-1,,TobaPilaga,283_give,"ním, an",an,a n,,arenas1993,,,,,,0,0,?
TobaPilaga-116_goat-1,,TobaPilaga,116_goat,quétac,quétac,k e t a q,,arenas1993,,,,,,0,0,?
TobaPilaga-265_goose-1,,TobaPilaga,265_goose,uataguéda lipóllo,huatagueda lepoleo,w a t a g e d a + l e + p o l j o,,arenas1993,,,,,,0,0,? _:poss false
TobaPilaga-191_grass-1,,TobaPilaga,191_grass,auacapí,auacapí,ʔ u a q a + p i,,arenas1993,,,,,,0,0,grass _:pl
TobaPilaga-191_grass-2,,TobaPilaga,191_grass,polchác,polchác,p o l tʃ a q,,arenas1993,,,,,,0,0,?
TobaPilaga-112_guitara-1,,TobaPilaga,112_guitara,niviquí,niviquí,n i + w i k i,,arenas1993,,,,,,0,0,_:poss guitar
TobaPilaga-42_hairhead-1,,TobaPilaga,42_hairhead,nayogót,n+ayogót,n + a j o ʁ o t,,arenas1993,,,,,,0,0,_:poss hair
TobaPilaga-56_hand-1,,TobaPilaga,56_hand,nouác,no+uác,n + o w a q,,arenas1993,,,,,,0,0,_:poss hand
TobaPilaga-117_hegoat-1,,TobaPilaga,117_hegoat,quétagalouá,quétagalouá,k e t a q + l o + w a ʔ,,arenas1993,,,,,,0,0,goat _:poss spouse
TobaPilaga-79_head-1,,TobaPilaga,79_head,nacáic,na+qaik,n + a q ai k,,arenas1993,,,,,,0,0,_:poss: head
TobaPilaga-138_hear-1,,TobaPilaga,138_hear,machíya,machíya,m a tʃ i,,arenas1993,,,,,,0,0,?
TobaPilaga-138_hear-2,,TobaPilaga,138_hear,quiágan,quiágan,a k j a ʁ a n,,arenas1993,,,,,,0,0,?
TobaPilaga-261_heart-1,,TobaPilaga,261_heart,niquídiyacatí,ni+quídiyacatí,n i + k i d i a q a t e,,arenas1993,,,,,,0,0,_:poss heart
TobaPilaga-323_hold-1,,TobaPilaga,323_hold,"conágan, yaqona",yaqona,j a + q o n a,,arenas1993,,,,,,0,0,_:3sg hold
TobaPilaga-323_hold-2,,TobaPilaga,323_hold,"jácayi, loxona",loxona,l + o ʁ o n + a,,arenas1993,,,,,,0,0,_:3sg hold _:3O
TobaPilaga-102_horn-1,,TobaPilaga,102_horn,napî,nape,n a p e,,arenas1993,,,,,,0,0,?
TobaPilaga-113_horseequine-1,,TobaPilaga,113_horseequine,pîguiác,pîguiác,p e g a q,,arenas1993,,,,,,0,0,?
TobaPilaga-72_house-1,,TobaPilaga,72_house,imíc,imic,l + ʔ e m e k,,arenas1993,,,,,,0,0,_:poss house
TobaPilaga-37_husband-1,,TobaPilaga,37_husband,uá,l + o w a ʔ,l + o w a ʔ,,arenas1993,,,,,,0,0,_:poss spouse
TobaPilaga-275_intestinesguts-1,,TobaPilaga,275_intestinesguts,piógojic,piógojic,p i j o ʁ o h e k,,arenas1993,,,,,,0,0,?
TobaPilaga-275_intestinesguts-2,,TobaPilaga,275_intestinesguts,nauíl,nauíl,n + a w e l,,arenas1993,,,,,,0,0,_:poss interior
TobaPilaga-134_itch-1,,TobaPilaga,134_itch,dijiquí,dijiquí,d i + h i k i,,arenas1993,,,,,,0,0,_:3sg itch
TobaPilaga-111_kill-1,,TobaPilaga,111_kill,lát,y+alat,j + a l a t,,arenas1993,,,,,,0,0,_:3sg kill
TobaPilaga-169_knife-1,,TobaPilaga,169_knife,négaganagát,yitouoxojec,j + i t o w o ʁ o h e k,,arenas1993,,,,,,0,0,_:1sg knife
TobaPilaga-264_know-1,,TobaPilaga,264_know,yátin,y+ayaten,j a + j a t e n,,arenas1993,,,,,,0,0,_:3sg know
TobaPilaga-67_lake-1,,TobaPilaga,67_lake,"cá'em, pîdóna",cá'em,q a ʔ e m,,arenas1993,,,,,,0,0,?
TobaPilaga-65_largebig-1,,TobaPilaga,65_largebig,t'adaik,t'adaik,tˀ a + d ai + k,,arenas1993,,,,,,0,0,_:poss father _:atr _:masc
TobaPilaga-43_leaf-1,,TobaPilaga,43_leaf,epagalayocotí,epagalayocotí,e p a ʕ a + l + a j o q o t e,,arenas1993,,,,,,0,0,tree _:poss hair
TobaPilaga-120_leg-1,,TobaPilaga,120_leg,nachí,na+chí,n a + tʃ i,,arenas1993,,,,,,0,0,_:poss leg
TobaPilaga-126_liedown-1,,TobaPilaga,126_liedown,víguiñi,víguiñi,w i g i + ɲ i,,arenas1993,,,,,,0,0,lie.down _:dir
TobaPilaga-109_lightning-1,,TobaPilaga,109_lightning,cajélcapiñi,cajélcapiñi,k a h e l q + a p i + ɲ i,,arenas1993,,,,,,0,0,strike _:asp _:dir
TobaPilaga-62_lip-1,,TobaPilaga,62_lip,najíp (upper); ac (lower),ha'ak,j a + ʔ a k,,arenas1993,,,,,101,0,0,_:poss lip
TobaPilaga-136_littlequantityfew-1,,TobaPilaga,136_littlequantityfew,"catuñúc, catolíc",catuñúc,q a t o ɲ o k,,arenas1993,,,,,,0,0,?
TobaPilaga-173_lizard-1,,TobaPilaga,173_lizard,málagaic,málagaic,m a l a ʁ + ai + k,,arenas1993,,,,,,0,0,blue _:adj _:masc
TobaPilaga-173_lizard-2,,TobaPilaga,173_lizard,"navíoc, totóllo, piocolíc, jeuói'i, dadálalacaic, delailí, jelcáic",navíoc,n a w io k,,arenas1993,,,,,,0,0,?
TobaPilaga-130_louse-1,,TobaPilaga,130_louse,napagát,napagát,n + a p a ʕ a t,,arenas1993,,,,,,0,0,_:poss louse
TobaPilaga-288_lung-1,,TobaPilaga,288_lung,"chí, chídi",y+achi',j + a tʃ i ʔ,,arenas1993,,,,,,0,0,_:poss lung
TobaPilaga-287_maizecorn-1,,TobaPilaga,287_maizecorn,táuaga,táuaga,t a w a ʕ a,,arenas1993,,,,,,0,0,?
TobaPilaga-290_mosquito-1,,TobaPilaga,290_mosquito,uandú,uandú,w a n d o,,arenas1993,,,,,,0,0,?
TobaPilaga-66_mother-1,,TobaPilaga,66_mother,"naté, chidéna, mopiagái (if her son is dead), déna (if she is a widow)",n+at'e,n + a tˀ e,,arenas1993,,,,,,0,0,_:poss mother
TobaPilaga-59_mouth-1,,TobaPilaga,59_mouth,nidégagat,ni+dégagat,n i + d e j a ʁ a t,,arenas1993,,,,,91,0,0,_:poss mouth
TobaPilaga-147_muchmany-1,,TobaPilaga,147_muchmany,"jalcotí, lamái, cayógodi",jalcote,h a + l q o t e,,arenas1993,,,,,,0,0,not _:?
TobaPilaga-208_mule-1,,TobaPilaga,208_mule,múla,mola,m o l a,,arenas1993,,,,,,0,0,?
TobaPilaga-291_name-1,,TobaPilaga,291_name,ninagát,ni+nagát,n + e n a ʁ a t,,arenas1993,,,,,,0,0,_:poss name
TobaPilaga-170_needle-1,,TobaPilaga,170_needle,"caná, náicayi",caná,q a n a,,arenas1993,,,,,,0,0,?
TobaPilaga-267_nest-1,,TobaPilaga,267_nest,máyo lipatái,máyo lipatái,m a j o ʔ + l e + p a t ai,,arenas1993,,,,,,0,0,bird _:poss nest
TobaPilaga-292_old-1,,TobaPilaga,292_old,toijíc,toijíc,t o ʁ oi,,arenas1993,,,,,,0,0,?
TobaPilaga-206_oldman-1,,TobaPilaga,206_oldman,toxoic,toxoic,t o ʁ oi + k,,arenas1993,,,,,,0,0,old _:masc
TobaPilaga-207_oldwoman-1,,TobaPilaga,207_oldwoman,yagainá,toxoi,t o ʁ oi,,arenas1993,,,,,,0,0,?
TobaPilaga-152_one-1,,TobaPilaga,152_one,onolíc,onle,o n + l e,,arenas1993,,,,,,0,0,one _:dim
TobaPilaga-293_owl-1,,TobaPilaga,293_owl,"quidiquíc, uocó, colagonacocó, tonolíc",uoco,w o q o,,arenas1993,,,,,,0,0,?
TobaPilaga-255_ox-1,,TobaPilaga,255_ox,uígaganagaic,uígaganagaic,a w e g + a ʁ a n + a ʁ ai + k,,arenas1993,,,,,,0,0,carry _:val _:adj _:masc
TobaPilaga-99_palmofhand-1,,TobaPilaga,99_palmofhand,nouágalaiñí,no+uága+l+aiñí,n o + w a ʕ a + l + a e ɲ i,,arenas1993,,,,,,0,0,_:poss hand _:poss interior
TobaPilaga-289_parrot-1,,TobaPilaga,289_parrot,elí,ele,e l e,,arenas1993,,,,,,0,0,?
