ORIGINAL_GLOSS	CONCEPT	CONCEPTICON_ID	LANGUAGE_NAME	DOCULECT	FAMILY	FORM	TOKENS
costurar	SEW	1457.0	Proto-Macro-Je	nucl1710	Macro-Jean	cəp	c ə p
costurar	SEW	1457.0	Proto-Naduhup	nada1235	Naduhup	cuh	c u h
to sew	SEW	1457.0	Proto-Panoan	pano1256	Panoan	kɨʔʂɨ	k ɨ ʔ ʂ ɨ
to sew	SEW	1457.0	Proto-Quechuan	quec1387	Quechuan	sira	s i r a
coser	SEW	1457.0	Proto-Shuar	jiva1245	Chicham	apá	a p á
shade	SHADE	1388.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃiwu	t͡ʃ i w u
sombra	SHADE	1388.0	Proto-Guaicuru	guai1249	Guaicuruan	pˀwal	pˀ w a l
sombra	SHADE	1388.0	Proto-Matacoan	mata1289	Matacoan	χupel	χ u p e l
shadow	SHADE	1388.0	Proto-Panoan	pano1256	Panoan	ʔota	ʔ o t a
shade	SHADE	1388.0	Proto-Quechuan	quec1387	Quechuan	ʎantu	ʎ a n t u
sacudir	SHAKE	1909.0	Proto-Guaicuru	guai1249	Guaicuruan	atsˀjól	a t sˀ j ó l
sacudir	SHAKE	1909.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀikóqo	tˀ i k ó q o
to shake	SHAKE	1909.0	Proto-Panoan	pano1256	Panoan	paya	p aya
shake	SHAKE	1909.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃukt͡ʃu	t͡ʃ u k t͡ʃ u
to shake up	SHAKE	1909.0	Proto-Quechuan	quec1387	Quechuan	tapʃi	t a p ʃ i
medicine man	SHAMAN (FOLK HEALER)	394.0	Proto-Chapacuran	chap1271	Chapacuran	ʔikat	ʔ i k a t
chamán	SHAMAN (FOLK HEALER)	394.0	Proto-Matacoan	mata1289	Matacoan	ʔjewu	ʔ j e w u
chamán	SHAMAN (FOLK HEALER)	394.0	Proto-Matacoan	mata1289	Matacoan	χajawu	χ a j a w u
pajé	SHAMAN (FOLK HEALER)	394.0	Proto-Naduhup	nada1235	Naduhup	cɤ̃w	c ɤ̃ w
curandero	SHAMAN (FOLK HEALER)	394.0	Proto-Shuar	jiva1245	Chicham	wishinu	w i s h i n u
shame	SHAME	1776.0	Proto-Aymara	ayma1253	Aymaran	pinqa	p i n q a
shame	SHAME	1776.0	Proto-Aymara	ayma1253	Aymaran	pʰinqa	pʰ i n q a
shame	SHAME	1776.0	Proto-Quechuan	quec1387	Quechuan	pinqa	p i n q a
sharp	SHARP	1396.0	Proto-Aymara	ayma1253	Aymaran	ari	a r i
to sharpen	SHARPEN (SOMETHING)	251.0	Proto-Chibchan	chib1249	Chibchan	ˈiáʔ	ˈiá ʔ
afilar	SHARPEN (SOMETHING)	251.0	Proto-Guaicuru	guai1249	Guaicuruan	kewoko	k e w o k o
afilar	SHARPEN (SOMETHING)	251.0	Proto-Shuar	jiva1245	Chicham	etsá	e t s á
shawl	SHAWL	2771.0	Proto-Quechuan	quec1387	Quechuan	puʎu	p u ʎ u
she	SHE	1834.0	Proto-Aymara	ayma1253	Aymaran	hupa	h u p a
ella	SHE	1834.0	Proto-Chocoan	choc1280	Chocoan	i	i
ella	SHE	1834.0	Proto-Chocoan	choc1280	Chocoan	iˈɾu	i ˈɾ u
she	SHE	1834.0	Proto-Guahiboan	guah1252	Guahiboan	pówa	p ó w a
ela	SHE	1834.0	Proto-Macro-Je	nucl1710	Macro-Jean	i	i
she	SHE	1834.0	Proto-Quechuan	quec1387	Quechuan	pay	p ay
ella	SHE	1834.0	Proto-Shuar	jiva1245	Chicham	nii	n ii
to shear	SHEAR	1532.0	Proto-Aymara	ayma1253	Aymaran	hipi	h i p i
to shear	SHEAR	1532.0	Proto-Quechuan	quec1387	Quechuan	rutu	r u t u
tesoura	SHEARS	356.0	Proto-Naduhup	nada1235	Naduhup	hêjeʔ	h ê j e ʔ
caparazón	SHELL	598.0	Proto-Guaicuru	guai1249	Guaicuruan	tˀápˀini	tˀ á pˀ i n i
espinilla	SHIN	186.0	Proto-Shuar	jiva1245	Chicham	kangkáhi	k a n g k á h i
to shine	SHINE	708.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃipi	t͡ʃ i p i
brilhar	SHINE	708.0	Proto-Naduhup	nada1235	Naduhup	pʼagiʔ	pʼ a g i ʔ
to shine	SHINE	708.0	Proto-Panoan	pano1256	Panoan	hɨɽɨ	h ɨ ɽ ɨ
shine	SHINE	708.0	Proto-Quechuan	quec1387	Quechuan	rupa	r u p a
emit light	SHINE (EMITTED LIGHT)	2236.0	Proto-Aymara	ayma1253	Aymaran	qʰana	qʰ a n a
to defecate	SHIT (DEFECATE)	676.0	Proto-Aymara	ayma1253	Aymaran	hama	h a m a
defecar	SHIT (DEFECATE)	676.0	Proto-Naduhup	nada1235	Naduhup	jǎʔi	j ǎ ʔ i
to defecate	SHIT (DEFECATE)	676.0	Proto-Quechuan	quec1387	Quechuan	isma	i s m a
temblar	SHIVER	52.0	Proto-Guaicuru	guai1249	Guaicuruan	wiloqólo	w i l o q ó l o
temblar	SHIVER	52.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔekˀí	ʔ e kˀ í
to tremble	SHIVER	52.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃukt͡ʃu	t͡ʃ u k t͡ʃ u
calzado	SHOE	1381.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀweˀlát	a pˀ w eˀ l á t
tirar flechas	SHOOT	1172.0	Proto-Chocoan	choc1280	Chocoan	dɯɾi	d ɯ ɾ i
disparar	SHOOT	1172.0	Proto-Guaicuru	guai1249	Guaicuruan	pˀetˀen	pˀ e tˀ e n
atirar	SHOOT	1172.0	Proto-Naduhup	nada1235	Naduhup	pʼux	pʼ u x
orilla	SHORE	113.0	Proto-Chocoan	choc1280	Chocoan	ˈi	ˈi
orilla	SHORE	113.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀlenjoqá	ˀl e n j o q á
short	SHORT	1645.0	Proto-Quechuan	quec1387	Quechuan	takʃa	t a k ʃ a
shotgun	SHOTGUN	3948.0	Proto-Panoan	pano1256	Panoan	to	t o
escopeta	SHOTGUN	3948.0	Proto-Shuar	jiva1245	Chicham	akangun	a k a n g u n
shoulder	SHOULDER	1482.0	Proto-Aymara	ayma1253	Aymaran	sama	s a m a
shoulder	SHOULDER	1482.0	Proto-Chapacuran	chap1271	Chapacuran	ʔapam	ʔ a p a m
shoulders	SHOULDER	1482.0	Proto-Chapacuran	chap1271	Chapacuran	ʔataw	ʔ a t a w
shoulders	SHOULDER	1482.0	Proto-Chapacuran	chap1271	Chapacuran	ʔaɾaw	ʔ a ɾ a w
shoulder	SHOULDER	1482.0	Proto-Chibchan	chib1249	Chibchan	ˈkuí	ˈk uí
shoulder	SHOULDER	1482.0	Proto-Guahiboan	guah1252	Guahiboan	wɨ	w ɨ
shoulder	SHOULDER	1482.0	Proto-Guahiboan	guah1252	Guahiboan	otákura	o t á k u r a
shoulder	SHOULDER	1482.0	Proto-Guahiboan	guah1252	Guahiboan	kófia	k ó f ia
shoulder	SHOULDER	1482.0	Proto-Guahiboan	guah1252	Guahiboan	eri	e r i
hombro	SHOULDER	1482.0	Proto-Guaicuru	guai1249	Guaicuruan	ewáke	e w á k e
hombro	SHOULDER	1482.0	Proto-Guaicuru	guai1249	Guaicuruan	ilak	i l a k
hombro	SHOULDER	1482.0	Proto-Shuar	jiva1245	Chicham	yakái	ya k ái
omóplato	SHOULDERBLADE	172.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀaletˀe	a pˀ a l e tˀ e
yell	SHOUT	715.0	Proto-Aymara	ayma1253	Aymaran	qasa	q a s a
call out	SHOUT	715.0	Proto-Quechuan	quec1387	Quechuan	qaya	q aya
to shout	SHOUT	715.0	Proto-Quechuan	quec1387	Quechuan	qapari	q a p a r i
shovel	SHOVEL	1901.0	Proto-Aymara	ayma1253	Aymaran	lampa	l a m p a
mostrar	SHOW	1039.0	Proto-Guaicuru	guai1249	Guaicuruan	eloqó	e l o q ó
chillar	SHRIEK	298.0	Proto-Guaicuru	guai1249	Guaicuruan	akˀikí	a kˀ i k í
camarão	SHRIMP	2349.0	Proto-Naduhup	nada1235	Naduhup	cecoʔ	c e c o ʔ
shrimp	SHRIMP	2349.0	Proto-Panoan	pano1256	Panoan	mapi	m a p i
to shrink	SHRINK	54.0	Proto-Quechuan	quec1387	Quechuan	qinti	q i n t i
to close	SHUT	1046.0	Proto-Aymara	ayma1253	Aymaran	iʃta	i ʃ t a
cerrar	SHUT	1046.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀeˀgi	a pˀ eˀ g i
to close	SHUT	1046.0	Proto-Quechuan	quec1387	Quechuan	witʂqa	w i t ʂ q a
cerrar	SHUT	1046.0	Proto-Shuar	jiva1245	Chicham	epe	e p e
shuttle	SHUTTLE	543.0	Proto-Aymara	ayma1253	Aymaran	íʎawa	í ʎ a w a
shuttle	SHUTTLE	543.0	Proto-Quechuan	quec1387	Quechuan	iʎawa	i ʎ a w a
lado	SIDE	682.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔají	ʔ a j í
side	SIDE	682.0	Proto-Quechuan	quec1387	Quechuan	manya	m a n ya
side	SIDE	682.0	Proto-Quechuan	quec1387	Quechuan	waqta	w a q t a
sift	SIEVE	86.0	Proto-Quechuan	quec1387	Quechuan	ʃuyʃu	ʃ uy ʃ u
señas	SIGN	1720.0	Proto-Guaicuru	guai1249	Guaicuruan	ateké	a t e k é
señas	SIGN	1720.0	Proto-Guaicuru	guai1249	Guaicuruan	kˀin	kˀ i n
silencio	SILENCE	3458.0	Proto-Guaicuru	guai1249	Guaicuruan	otˀoqˀo	o tˀ o qˀ o
silver	SILVER	759.0	Proto-Aymara	ayma1253	Aymaran	quʎqi	q u ʎ q i
sing	SING	1261.0	Proto-Aymara	ayma1253	Aymaran	hayra	h ay r a
cantar	SING	1261.0	Proto-Guaicuru	guai1249	Guaicuruan	ágeˀn	á g eˀ n
cantar	SING	1261.0	Proto-Naduhup	nada1235	Naduhup	jãb	j ã b
to perform song or poem	SING	1261.0	Proto-Quechuan	quec1387	Quechuan	harawi	h a r a w i
to perform song or poem	SING	1261.0	Proto-Quechuan	quec1387	Quechuan	yarawi	ya r a w i
to sing	SING	1261.0	Proto-Quechuan	quec1387	Quechuan	taki	t a k i
cantar	SING	1261.0	Proto-Shuar	jiva1245	Chicham	shiná	s h i n á
cantar	SING	1261.0	Proto-Shuar	jiva1245	Chicham	engesám	e n g e s á m
to singe	SINGE	3698.0	Proto-Aymara	ayma1253	Aymaran	qaspa	q a s p a
to singe	SINGE	3698.0	Proto-Quechuan	quec1387	Quechuan	qatʂpa	q a t ʂ p a
to singe	SINGE	3698.0	Proto-Quechuan	quec1387	Quechuan	qaʃpa	q a ʃ p a
hundirse	SINK (DESCEND)	1088.0	Proto-Guaicuru	guai1249	Guaicuruan	amole	a m o l e
hermana	SISTER	1263.0	Proto-Shuar	jiva1245	Chicham	umá	u m á
sister of man	SISTER (OF MAN)	561.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃinki	t͡ʃ i n k i
sister or brother of the opposite sex	SISTER (OF MAN)	561.0	Proto-Panoan	pano1256	Panoan	poi	p oi
sister of man	SISTER (OF MAN)	561.0	Proto-Quechuan	quec1387	Quechuan	pani	p a n i
hermana de mujer	SISTER (OF WOMAN)	562.0	Proto-Shuar	jiva1245	Chicham	kai	k ai
sister-in-law	SISTER-IN-LAW	2317.0	Proto-Panoan	pano1256	Panoan	ʂano	ʂ a n o
seated	SIT	1416.0	Proto-Arawakan	araw1281	Arawakan	ʊwa	ʊ w a
sit	SIT	1416.0	Proto-Guahiboan	guah1252	Guahiboan	éka	é k a
sentado	SIT	1416.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀnitˀiˀni	ˀn i tˀ iˀ n i
sentar	SIT	1416.0	Proto-Naduhup	nada1235	Naduhup	pẽ̂b	p ẽ̂ b
to sit	SIT	1416.0	Proto-Panoan	pano1256	Panoan	tsaʔot	t s a ʔ o t
sentar	SIT	1416.0	Proto-Shuar	jiva1245	Chicham	eké	e k é
sit	SIT DOWN	1649.0	Proto-Aymara	ayma1253	Aymaran	uta	u t a
to sit	SIT DOWN	1649.0	Proto-Chapacuran	chap1271	Chapacuran	pʷeː	pʷ eː
sentarse	SIT DOWN	1649.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀnitˀiˀni	ˀn i tˀ iˀ n i
to sit	SIT DOWN	1649.0	Proto-Quechuan	quec1387	Quechuan	tiya	t iya
to sit	SIT DOWN	1649.0	Proto-Quechuan	quec1387	Quechuan	taya	t aya
six	SIX	1703.0	Proto-Aymara	ayma1253	Aymaran	suqta	s u q t a
six	SIX	1703.0	Proto-Chibchan	chib1249	Chibchan	ˈted	ˈt e d
six	SIX	1703.0	Proto-Quechuan	quec1387	Quechuan	suqta	s u q t a
size	SIZE (OF OBJECT)	2845.0	Proto-Aymara	ayma1253	Aymaran	hut͡ʃa	h u t͡ʃ a
skin	SKIN	763.0	Proto-Arawakan	araw1281	Arawakan	ɨma	ɨ m a
piel	SKIN	763.0	Proto-Chocoan	choc1280	Chocoan	ˈeu	ˈeu
pele	SKIN	763.0	Proto-Macro-Je	nucl1710	Macro-Jean	cok	c o k
pele	SKIN	763.0	Proto-Macro-Je	nucl1710	Macro-Jean	kəj	k ə j
piel	SKIN	763.0	Proto-Matacoan	mata1289	Matacoan	ʔʌx	ʔ ʌ x
skin	SKIN	763.0	Proto-Panoan	pano1256	Panoan	βitsi	β i t s i
skirt	SKIRT	1600.0	Proto-Quechuan	quec1387	Quechuan	miqʎa	m i q ʎ a
skirt	SKIRT	1600.0	Proto-Quechuan	quec1387	Quechuan	miʎqa	m i ʎ q a
sky	SKY	1732.0	Proto-Aymara	ayma1253	Aymaran	patʂa	p a t ʂ a
sky	SKY	1732.0	Proto-Chapacuran	chap1271	Chapacuran	ʔawin	ʔ a w i n
sky	SKY	1732.0	Proto-Guahiboan	guah1252	Guahiboan	itábokhau	i t á b o k h au
cielo	SKY	1732.0	Proto-Guaicuru	guai1249	Guaicuruan	piˀgéˀm	p iˀ g éˀ m
sky	SKY	1732.0	Proto-Panoan	pano1256	Panoan	naiɽ	n ai ɽ
cielo	SKY	1732.0	Proto-Shuar	jiva1245	Chicham	nayáimpi	n ayái m p i
slander	SLANDER	3641.0	Proto-Aymara	ayma1253	Aymaran	tumpa	t u m p a
slander	SLANDER	3641.0	Proto-Quechuan	quec1387	Quechuan	tumpa	t u m p a
slap	SLAP	3160.0	Proto-Aymara	ayma1253	Aymaran	taqʎi	t a q ʎ i
to slap	SLAP	3160.0	Proto-Chapacuran	chap1271	Chapacuran	paː	p aː
slap	SLAP	3160.0	Proto-Quechuan	quec1387	Quechuan	taqʎa	t a q ʎ a
slaughter	SLAUGHTER	1796.0	Proto-Quechuan	quec1387	Quechuan	sipi	s i p i
to sleep	SLEEP	1585.0	Proto-Arawakan	araw1281	Arawakan	dɨmaka	d ɨ m a k a
to sleep	SLEEP	1585.0	Proto-Aymara	ayma1253	Aymaran	iki	i k i
to sleep	SLEEP	1585.0	Proto-Chapacuran	chap1271	Chapacuran	ʔupʷeɲ	ʔ u pʷ e ɲ
dormir	SLEEP	1585.0	Proto-Chocoan	choc1280	Chocoan	kãi	k ãi
sleep	SLEEP	1585.0	Proto-Guahiboan	guah1252	Guahiboan	mahíta	m a h í t a
sleep	SLEEP	1585.0	Proto-Guahiboan	guah1252	Guahiboan	teka	t e k a
dormir	SLEEP	1585.0	Proto-Guaicuru	guai1249	Guaicuruan	eʔotˀé	e ʔ o tˀ é
dormir	SLEEP	1585.0	Proto-Naduhup	nada1235	Naduhup	ʔãho	ʔ ã h o
to sleep	SLEEP	1585.0	Proto-Panoan	pano1256	Panoan	ʔoʂa	ʔ o ʂ a
to sleep	SLEEP	1585.0	Proto-Quechuan	quec1387	Quechuan	puɲu	p u ɲ u
dormir	SLEEP	1585.0	Proto-Shuar	jiva1245	Chicham	kana	k a n a
	SLEEP	1585.0	Proto-Tucanoan	tuca1253	Tucanoan	k.ã	k ã
to sleep	SLEEP	1585.0	Proto-Zaparoan	zapa1251	Zaparoan	makə	m a k ə
slingshot	SLING	387.0	Proto-Aymara	ayma1253	Aymaran	qurawa	q u r a w a
sling	SLING	387.0	Proto-Quechuan	quec1387	Quechuan	waraka	w a r a k a
slide	SLIP	1324.0	Proto-Aymara	ayma1253	Aymaran	ʎut͡ʃka	ʎ u t͡ʃ k a
slip	SLIP	1324.0	Proto-Aymara	ayma1253	Aymaran	tinki	t i n k i
resbalar	SLIP	1324.0	Proto-Guaicuru	guai1249	Guaicuruan	qatsˀile	q a t sˀ i l e
escorregar	SLIP	1324.0	Proto-Naduhup	nada1235	Naduhup	cʼatʼup	cʼ a tʼ u p
slide	SLIP	1324.0	Proto-Quechuan	quec1387	Quechuan	ʎut͡ʃka	ʎ u t͡ʃ k a
slip	SLIP	1324.0	Proto-Quechuan	quec1387	Quechuan	sutʂka	s u t ʂ k a
slip	SLIP	1324.0	Proto-Quechuan	quec1387	Quechuan	sutʂu	s u t ʂ u
to slip	SLIP	1324.0	Proto-Quechuan	quec1387	Quechuan	ʎuʃpi	ʎ u ʃ p i
to slip off	SLIP	1324.0	Proto-Quechuan	quec1387	Quechuan	waqʎi	w a q ʎ i
slippery	SLIPPERY	3702.0	Proto-Aymara	ayma1253	Aymaran	ʎut͡ʃka	ʎ u t͡ʃ k a
slippery	SLIPPERY	3702.0	Proto-Quechuan	quec1387	Quechuan	ʎut͡ʃka	ʎ u t͡ʃ k a
plano inclinado	SLOPE	3076.0	Proto-Shuar	jiva1245	Chicham	angáu	a n g áu
sloth species	SLOTH	2446.0	Proto-Panoan	pano1256	Panoan	naʔir	n a ʔ i r
sloth species	SLOTH	2446.0	Proto-Panoan	pano1256	Panoan	posɨn	p o s ɨ n
small	SMALL	1246.0	Proto-Chapacuran	chap1271	Chapacuran	wijam	w i j a m
pequeño	SMALL	1246.0	Proto-Chocoan	choc1280	Chocoan	ˈtʃake	ˈt ʃ a k e
pequeno	SMALL	1246.0	Proto-Naduhup	nada1235	Naduhup	ici	i c i
small	SMALL	1246.0	Proto-Panoan	pano1256	Panoan	pistia	p i s t ia
small	SMALL	1246.0	Proto-Panoan	pano1256	Panoan	ʂoko	ʂ o k o
small	SMALL	1246.0	Proto-Quechuan	quec1387	Quechuan	takʃa	t a k ʃ a
small	SMALL	1246.0	Proto-Quechuan	quec1387	Quechuan	ut͡ʃuy	u t͡ʃ uy
small	SMALL	1246.0	Proto-Quechuan	quec1387	Quechuan	ut͡ʃuk	u t͡ʃ u k
small bowl	SMALL BOWL	2053.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃuwa	t͡ʃ u w a
small bowl	SMALL BOWL	2053.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃuya	t͡ʃ uya
smear	SMEAR	364.0	Proto-Aymara	ayma1253	Aymaran	hawi	h a w i
untar	SMEAR	364.0	Proto-Chocoan	choc1280	Chocoan	puɾu	p u ɾ u
to smear with mud	SMEAR	364.0	Proto-Quechuan	quec1387	Quechuan	ʎuta	ʎ u t a
olor	SMELL	2124.0	Proto-Guaicuru	guai1249	Guaicuruan	nik	n i k
oler	SMELL	2124.0	Proto-Shuar	jiva1245	Chicham	kuntuú	k u n t uú
to smell	SMELL (PERCEIVE)	1586.0	Proto-Aymara	ayma1253	Aymaran	mukʰi	m u kʰ i
to smell	SMELL (PERCEIVE)	1586.0	Proto-Chapacuran	chap1271	Chapacuran	nak	n a k
oler	SMELL (PERCEIVE)	1586.0	Proto-Chocoan	choc1280	Chocoan	ɯɯ	ɯɯ
oler	SMELL (PERCEIVE)	1586.0	Proto-Chocoan	choc1280	Chocoan	ɯ̃ɯ	ɯ̃ɯ
smell	SMELL (PERCEIVE)	1586.0	Proto-Guahiboan	guah1252	Guahiboan	tuxúne	t u x ú n e
smell	SMELL (PERCEIVE)	1586.0	Proto-Guahiboan	guah1252	Guahiboan	na	n a
olfatear	SMELL (PERCEIVE)	1586.0	Proto-Guaicuru	guai1249	Guaicuruan	kowi	k o w i
cheirar	SMELL (PERCEIVE)	1586.0	Proto-Naduhup	nada1235	Naduhup	hã̌kʼ	h ã̌ kʼ
to smell	SMELL (PERCEIVE)	1586.0	Proto-Panoan	pano1256	Panoan	ʂɨtɨ	ʂ ɨ t ɨ
perceive odor	SMELL (PERCEIVE)	1586.0	Proto-Quechuan	quec1387	Quechuan	mutki	m u t k i
perceive odor	SMELL (PERCEIVE)	1586.0	Proto-Quechuan	quec1387	Quechuan	muski	m u s k i
oler	SMELL (PERCEIVE)	1586.0	Proto-Shuar	jiva1245	Chicham	kuntuú	k u n t uú
to stink	SMELL (STINK)	1587.0	Proto-Aymara	ayma1253	Aymaran	tuksa	t u k s a
to stink	SMELL (STINK)	1587.0	Proto-Chapacuran	chap1271	Chapacuran	kunuː	k u n uː
to stink	SMELL (STINK)	1587.0	Proto-Quechuan	quec1387	Quechuan	aʃna	a ʃ n a
to smile	SMILE	1451.0	Proto-Chapacuran	chap1271	Chapacuran	tatˢam	t a tˢ a m
sonreír	SMILE	1451.0	Proto-Guaicuru	guai1249	Guaicuruan	kowi	k o w i
smoke	SMOKE (EMIT SMOKE)	2859.0	Proto-Panoan	pano1256	Panoan	kʷaʔin	kʷ a ʔ i n
smoke	SMOKE (EXHAUST)	778.0	Proto-Chapacuran	chap1271	Chapacuran	ʔiwiʔ	ʔ i w i ʔ
humo	SMOKE (EXHAUST)	778.0	Proto-Chocoan	choc1280	Chocoan	nãˈɾi	n ã ˈɾ i
humo	SMOKE (EXHAUST)	778.0	Proto-Guaicuru	guai1249	Guaicuruan	álodqa	á l o d q a
fumaça	SMOKE (EXHAUST)	778.0	Proto-Macro-Je	nucl1710	Macro-Jean	ñĩjə̂k	ñ ĩ j ə̂ k
humo	SMOKE (EXHAUST)	778.0	Proto-Matacoan	mata1289	Matacoan	tutsaχ	t u t s a χ
smoke	SMOKE (EXHAUST)	778.0	Proto-Zaparoan	zapa1251	Zaparoan	anahaka	a n a h a k a
fumar	SMOKE (INHALE)	1689.0	Proto-Naduhup	nada1235	Naduhup	ʔahũtʼuʔ	ʔ a h ũ tʼ u ʔ
fumar	SMOKE (INHALE)	1689.0	Proto-Shuar	jiva1245	Chicham	mukú	m u k ú
	SMOKE (INHALE)	1689.0	Proto-Tucanoan	tuca1253	Tucanoan	s.ɨ.ʔj.o	s ɨ ˀj o
smooth	SMOOTH	1234.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃuʃi	t͡ʃ u ʃ i
smooth	SMOOTH	1234.0	Proto-Aymara	ayma1253	Aymaran	ʎampu	ʎ a m p u
smooth	SMOOTH	1234.0	Proto-Guahiboan	guah1252	Guahiboan	kónihai	k ó n i h ai
smooth	SMOOTH	1234.0	Proto-Quechuan	quec1387	Quechuan	ʎampu	ʎ a m p u
liso	SMOOTH	1234.0	Proto-Shuar	jiva1245	Chicham	taménga	t a m é n g a
caracol	SNAIL	1543.0	Proto-Guaicuru	guai1249	Guaicuruan	natʃéjo	n a t ʃ é j o
snail species	SNAIL	1543.0	Proto-Panoan	pano1256	Panoan	noʔtʃo	n o ʔ t ʃ o
snail species	SNAIL	1543.0	Proto-Panoan	pano1256	Panoan	noβo	n o β o
caracol de tierra	SNAIL	1543.0	Proto-Shuar	jiva1245	Chicham	kúngku	k ú n g k u
snake	SNAKE	730.0	Proto-Guahiboan	guah1252	Guahiboan	hómo	h ó m o
serpiente	SNAKE	730.0	Proto-Guaicuru	guai1249	Guaicuruan	léqˀa	l é qˀ a
serpiente	SNAKE	730.0	Proto-Guaicuru	guai1249	Guaicuruan	qowidí	q o w i d í
cobra	SNAKE	730.0	Proto-Naduhup	nada1235	Naduhup	ʔawɯ̂ʔ	ʔ a w ɯ̂ ʔ
snake	SNAKE	730.0	Proto-Panoan	pano1256	Panoan	ɽoro	ɽ o r o
snake species	SNAKE	730.0	Proto-Panoan	pano1256	Panoan	kaʔmoʂ	k a ʔ m o ʂ
snake species	SNAKE	730.0	Proto-Panoan	pano1256	Panoan	pisika	p i s i k a
culebra	SNAKE	730.0	Proto-Shuar	jiva1245	Chicham	nápi	n á p i
	SNAKE	730.0	Proto-Tucanoan	tuca1253	Tucanoan	ã.j.a	ã j a
sneeze	SNEEZE	1621.0	Proto-Aymara	ayma1253	Aymaran	hat͡ʃiw	h a t͡ʃ i w
to sneeze	SNEEZE	1621.0	Proto-Chapacuran	chap1271	Chapacuran	ʔatᶴem	ʔ a tᶴ e m
estornudar	SNEEZE	1621.0	Proto-Guaicuru	guai1249	Guaicuruan	aqˀatʃˀín	a qˀ a t ʃˀ í n
to sniff	SNIFF	375.0	Proto-Chapacuran	chap1271	Chapacuran	nak	n a k
husmear	SNIFF	375.0	Proto-Shuar	jiva1245	Chicham	mehé	m e h é
to snore	SNORE	1983.0	Proto-Aymara	ayma1253	Aymaran	qʰuru	qʰ u r u
roncar	SNORE	1983.0	Proto-Guaicuru	guai1249	Guaicuruan	kokˀom	k o kˀ o m
roncar	SNORE	1983.0	Proto-Guaicuru	guai1249	Guaicuruan	qelá	q e l á
roncar	SNORE	1983.0	Proto-Naduhup	nada1235	Naduhup	xũ̂kʼ	x ũ̂ kʼ
muzzle	SNOUT	2200.0	Proto-Aymara	ayma1253	Aymaran	ʎukʰu	ʎ u kʰ u
muzzle	SNOUT	2200.0	Proto-Aymara	ayma1253	Aymaran	ɲukʰu	ɲ u kʰ u
soft	SOFT	1856.0	Proto-Aymara	ayma1253	Aymaran	ʎampu	ʎ a m p u
blando	SOFT	1856.0	Proto-Chocoan	choc1280	Chocoan	sõsõ	s õ s õ
blando	SOFT	1856.0	Proto-Chocoan	choc1280	Chocoan	soso	s o s o
blando	SOFT	1856.0	Proto-Guaicuru	guai1249	Guaicuruan	ili	i l i
mole	SOFT	1856.0	Proto-Naduhup	nada1235	Naduhup	jûtʼ	j û tʼ
soft	SOFT	1856.0	Proto-Quechuan	quec1387	Quechuan	ʎampu	ʎ a m p u
some	SOME	1241.0	Proto-Quechuan	quec1387	Quechuan	wakin	w a k i n
son	SON	1620.0	Proto-Aymara	ayma1253	Aymaran	yuqa	yu q a
son	SON	1620.0	Proto-Panoan	pano1256	Panoan	βakʷɨ	β a kʷ ɨ
son-in-law	SON-IN-LAW	1056.0	Proto-Aymara	ayma1253	Aymaran	tuʎqa	t u ʎ q a
yerno	SON-IN-LAW	1056.0	Proto-Chocoan	choc1280	Chocoan	ˈiu	ˈiu
yerno	SON-IN-LAW	1056.0	Proto-Guaicuru	guai1249	Guaicuruan	at	a t
son-in-law	SON-IN-LAW	1056.0	Proto-Quechuan	quec1387	Quechuan	maʃa	m a ʃ a
song	SONG	1096.0	Proto-Aymara	ayma1253	Aymaran	hayra	h ay r a
canción	SONG	1096.0	Proto-Guaicuru	guai1249	Guaicuruan	ak	a k
a type of song or poem	SONG	1096.0	Proto-Quechuan	quec1387	Quechuan	harawi	h a r a w i
a type of song or poem	SONG	1096.0	Proto-Quechuan	quec1387	Quechuan	yarawi	ya r a w i
song	SONG	1096.0	Proto-Quechuan	quec1387	Quechuan	taki	t a k i
pronto	SOON	703.0	Proto-Shuar	jiva1245	Chicham	wámake	w á m a k e
sorcerer	SORCERER	823.0	Proto-Chapacuran	chap1271	Chapacuran	ʔikat	ʔ i k a t
wizard	SORCERER	823.0	Proto-Panoan	pano1256	Panoan	yoβɨka	yo β ɨ k a
brujo	SORCERER	823.0	Proto-Shuar	jiva1245	Chicham	wishinu	w i s h i n u
sore	SORE	51.0	Proto-Aymara	ayma1253	Aymaran	ʎiʎi	ʎ i ʎ i
