ID,Language_ID,Parameter_ID,Form,Segments,Source
f17818,l199,p381,-ábôò kã́lĩ,á/a b ô/o ò/o + k ã́/ã l ĩ,galucioetal2015;gerardietal2021
f17819,l168,p381,arupɨ,a r u p ɨ,gerardireichert2021;gerardietal2021
f17820,l168,p381,azuʔɨw,a z u ʔ ɨ w,gerardireichert2021;gerardietal2021
f17821,l169,p381,ramɨkɨ̃,r a m ɨ k ɨ̃,gerardietal2021
f17822,l223,p381,aju,a j u,gerardireichert2021
f17823,l224,p381,ajura,a j u r a,HGN;galucioetal2015;gerardireichert2021;gerardietal2021
f17824,l225,p381,aju,a j u,gerardireichert2021;gerardietal2021
f17825,l224,p381,ajura,ai u ɾ a,HGN;galucioetal2015;gerardireichert2021;gerardietal2021
f17826,l226,p381,ajurupɨ,a j u r u p ɨ,gerardireichert2021;gerardietal2021
f17827,l226,p381,ajurupɨ,ai u r u p ɨ,gerardireichert2021;gerardietal2021
f17828,l227,p381,ĩʔũ,ĩ ʔ ũ,galucioetal2015;gerardietal2021
f17829,l245,p381,jurupi,iu r u p i,galucioetal2015;gerardireichert2021;gerardietal2021
f17830,l173,p381,ajúri,ai ú r i,gerardietal2021
f17831,l264,p381,jur,iu r,HGN;gerardireichert2021;gerardietal2021
f17832,l264,p381,jur,j u r,HGN;gerardireichert2021;gerardietal2021
f17833,l248,p381,hɨt(o),h ɨ t,HGN;galucioetal2015;gerardietal2021
f17834,l229,p381,jot,io t,galucioetal2015;gerardietal2021
f17835,l209,p381,hembó,h e m/b ó,gerardietal2021
f17836,l20,p381,iatʃuka,ia tʃ u k a,HGN;gerardireichert2021;gerardietal2021
f17837,l20,p381,jat͡ʃuka,j a t͡ʃ u k a,HGN;gerardireichert2021;gerardietal2021
f17838,l228,p381,abɨ,a b ɨ,galucioetal2015;gerardietal2021
f17839,l228,p381,anõbɨ,a n õ b ɨ,galucioetal2015;gerardietal2021
f17840,l228,p381,j-anõbɨʔ,j a n õ b ɨ ʔ,galucioetal2015;gerardietal2021
f17841,l229,p381,i-ot káʔ,i o t + k á/a ʔ,galucioetal2015;gerardietal2021
f17842,l230,p381,hutʔɨp,h u t ʔ ɨ p,galucioetal2015;gerardireichert2021;gerardietal2021
f17843,l249,p381,otkɨp,o t + k ɨ p,galucioetal2015;gerardietal2021
f17844,l249,p381,ßotkɨp,β o t k ɨ p,galucioetal2015;gerardietal2021
f17845,l230,p381,hutʔɨp,h u t + ʔ ɨ p,galucioetal2015;gerardireichert2021;gerardietal2021
f17846,l230,p381,a-huɾʔɨp,a h u ɾ ʔ ɨ p,galucioetal2015;gerardireichert2021;gerardietal2021
f17847,l225,p381,aju,ai u,gerardireichert2021;gerardietal2021
f17848,l231,p381,kotkɨp,k o t + k ɨ p,galucioetal2015;gerardietal2021
f17849,l231,p381,kotkɨp,k o t k ɨ p,galucioetal2015;gerardietal2021
f17850,l233,p381,βãbõkãal,β ã b õ k ãa l,galucioetal2015;gerardietal2021
f17851,l180,p381,aŋóbə,a ŋ ó/o b ə,galucioetal2015;gerardietal2021
f17852,l180,p381,aŋṍbə̃,a ŋ ṍ b ə̃,galucioetal2015;gerardietal2021
f17853,l180,p381,j-a̤ŋóbə,j a̤ ŋ ó/o b ə,galucioetal2015;gerardietal2021
f17854,l100,p381,jura,j u r a,HGN;gerardireichert2021;gerardietal2021
f17855,l100,p381,jura,j u ɾ a,HGN;gerardireichert2021;gerardietal2021
f17856,l181,p381,jaʃuka,j a ʃ u k a,gerardireichert2021;gerardietal2021
f17857,l224,p381,ajuɾa,a j u ɾ a,HGN;galucioetal2015;gerardireichert2021;gerardietal2021
f17858,l243,p381,tʃor,tʃ o r,gerardireichert2021;gerardietal2021
f17859,l243,p381,t͡ʃor,t͡ʃ o r,gerardireichert2021;gerardietal2021
f17860,l183,p381,ɲur,ɲ u r,gerardireichert2021;gerardietal2021
f17861,l183,p381,ɲur,ɲ u ɾ,gerardireichert2021;gerardietal2021
f17862,l232,p381,juɾ,j u ɾ,galucioetal2015
f17863,l250,p381,buʃuka,b u ʃ u k a,galucioetal2015;gerardietal2021
f17864,l233,p381,-ãbo-kã́ãl,ã b o k ã́/ã ã l,galucioetal2015;gerardietal2021
f17865,l184,p381,dʒurui,dʒ u r ui,HGN;gerardireichert2021;gerardietal2021
f17866,l184,p381,d͡ʒurui,d͡ʒ u r u i,HGN;gerardireichert2021;gerardietal2021
f17867,l185,p381,sur,s u r,gerardietal2021
f17868,l234,p381,amookããr,a m oː k ãː r,galucioetal2015;gerardireichert2021;gerardietal2021
f17869,l234,p381,sur,s u r,galucioetal2015;gerardireichert2021;gerardietal2021
f17870,l234,p381,-ámoo-kããɾ,á/a m oː k ãː ɾ,galucioetal2015;gerardireichert2021;gerardietal2021
f17871,l187,p381,tɨdʒaʒu,t ɨ dʒ a ʒ u,gerardietal2021
f17872,l188,p381,tjot,t j o t,galucioetal2015;gerardireichert2021;gerardietal2021
f17873,l188,p381,tʃot,tʃ o t,galucioetal2015;gerardireichert2021;gerardietal2021
f17874,l188,p381,t͡ʃot,t͡ʃ o t,galucioetal2015;gerardireichert2021;gerardietal2021
f17875,l251,p381,ajrupɨ,ai r u p ɨ,gerardietal2021
f17876,l235,p381,ɲur,ɲ u r,gerardireichert2021
f17877,l236,p381,oraɨ,o r aɨ,galucioetal2015;gerardietal2021
f17878,l236,p381,otkɨp,o t + k ɨ p,galucioetal2015;gerardietal2021
f17879,l236,p381,otkɨp,o t k ɨ p,galucioetal2015;gerardietal2021
f17880,l237,p381,juɾ,j u ɾ,gerardireichert2021;gerardietal2021
f17881,l237,p381,jur,j u r,gerardireichert2021;gerardietal2021
f17882,l192,p381,aʒura,a ʒ u r a,gerardietal2021
f17883,l245,p381,jurupi,j u r u p i,galucioetal2015;gerardireichert2021;gerardietal2021
f17884,l245,p381,juɾupɨ,j u ɾ u p ɨ,galucioetal2015;gerardireichert2021;gerardietal2021
f17885,l194,p381,ɲur,ɲ u r,gerardireichert2021;gerardietal2021
f17886,l194,p381,ɲur,ɲ u ɾ,gerardireichert2021;gerardietal2021
f17887,l195,p381,aðu,a ð u,gerardireichert2021;gerardietal2021
f17888,l246,p381,alɨpɨ,a l ɨ p ɨ,HGN;gerardireichert2021;gerardietal2021
f17889,l239,p381,gotkɨp,g o t + k ɨ p,galucioetal2015;gerardietal2021
f17890,l239,p381,o-ɡotkɨp,o g o t k ɨ p,galucioetal2015;gerardietal2021
f17891,l212,p381,dʒadʒuɨ,dʒ a dʒ uɨ,gerardietal2021
f17892,l252,p381,uburia,u b u r ia,galucioetal2015;gerardietal2021
f17893,l252,p381,ubuɾia,u b u ɾ i a,galucioetal2015;gerardietal2021
f17894,l197,p381,jiru,j i r u,gerardireichert2021;gerardietal2021
f17895,l198,p381,rupɨ,r u p ɨ,gerardietal2021
f17896,l240,p381,-abóó kã́lĩ,a b óó/oː + k ã́/ã l ĩ,galucioetal2015
f17897,l262,p373,rupɨdʒiwatɨ,r u p ɨ + dʒ i w a + t ɨ,gerardietal2021
f17898,l247,p373,kado,k a ɾ o,gerardietal2021
f17899,l216,p373,boɨra,b o ɨ ɾ a,gerardietal2021
f17900,l219,p373,poʔɨt,p o ʔ ɨ t,gerardietal2021
f17901,l220,p373,mombaka,m o m/b a k a,gerardietal2021
f17902,l215,p373,mijõ,m i j õ,gerardietal2021
f17903,l79,p373,poɨ,p oɨ,gerardietal2021
f17904,l203,p373,tati,t a t i,gerardietal2021
f17905,l199,p373,bakãliʔɨ́ɨ̀p,b a k ã l i ʔ ɨ́ɨ̀ p,gerardietal2021
f17906,l168,p373,puʔɨr,p u ʔ ɨ r,gerardietal2021
f17907,l169,p373,pɨʔɨr,p ɨ ʔ ɨ r,gerardietal2021
f17908,l224,p373,mboʔɨ,m/b o ʔ ɨ,gerardietal2021
f17909,l227,p373,kamémá,k a m é m á,gerardietal2021
f17910,l245,p373,jurupi rupihar,j u r + u p i + r u p i + h a r,gerardietal2021
f17911,l245,p373,puʔɨr,p u ʔ ɨ r,gerardietal2021
f17912,l248,p373,mõetmãg,m õe t m ã g,gerardietal2021
f17913,l229,p373,makari,m a k a r i,gerardietal2021
f17914,l20,p373,jatʃukarin,j a tʃ u k a + r i n,gerardietal2021
f17915,l228,p373,kadʔa,k a d ʔ a,gerardietal2021
f17916,l228,p373,kpɨnẽ,k p ɨ n ẽ,gerardietal2021
f17917,l249,p373,bolikõ,b o l i k õ,gerardietal2021
f17918,l230,p373,wahi,w a h i,gerardietal2021
f17919,l231,p373,kaɾo,k a ɾ o,gerardietal2021
f17920,l180,p373,akóɲẽ,a k ó ɲ ẽ,gerardietal2021
f17921,l100,p373,jurapora,j u ɾ a + p o ɾ a,gerardietal2021
f17922,l181,p373,jasuka,j a s u k a,gerardietal2021
f17923,l183,p373,omõŋ,o m õ ŋ,gerardietal2021
f17924,l184,p373,wi,w i,gerardietal2021
f17925,l185,p373,puʔɨr,p u ʔ ɨ r,gerardietal2021
f17926,l234,p373,sogab,s o g a b,gerardietal2021
f17927,l234,p373,ágójáb,á g ó j á b,gerardietal2021
f17928,l188,p373,pãʔɨr,p ã ʔ ɨ r,gerardietal2021
f17929,l222,p373,arɨpɨpoʔɨr,a r ɨ p ɨ + p o ʔ ɨ r,gerardietal2021
f17930,l251,p373,puʔir,p u ʔ i r,gerardietal2021
f17931,l236,p373,hĩto,h ĩ t o,gerardietal2021
f17932,l237,p373,poʔɨɾ,p o ʔ ɨ ɾ,gerardietal2021
f17933,l211,p373,maekape,m ae k a p e,gerardietal2021
f17934,l195,p373,poʔi,p o ʔ i,gerardietal2021
f17935,l246,p373,hĩto,h ĩ t o,gerardietal2021
f17936,l246,p373,moʔɨtalĩ,m o ʔ ɨ + t a l ĩ,gerardietal2021
f17937,l198,p373,sowe,s o w e,gerardietal2021
f17938,l262,p374,eitɨ,ei t ɨ,gerardireichert2021;gerardietal2021
f17939,l247,p374,awaw tit,a w a w + t i t,gerardietal2021
f17940,l216,p374,aitɨ,a i t ɨ,gerardireichert2021;gerardietal2021
f17941,l216,p374,aitɨ,ai t ɨ,gerardireichert2021;gerardietal2021
f17942,l201,p374,pisaka,p i s a k a,gerardietal2021
f17943,l219,p374,hitɨ,h i t ɨ,gerardireichert2021;gerardietal2021
f17944,l220,p374,hitɨ,h i t ɨ,gerardireichert2021;gerardietal2021
f17945,l215,p374,otɨ,o t ɨ,gerardietal2021
f17946,l79,p374,aitɨ,a i t ɨ,bridetal2022;gerardireichert2021;gerardietal2021
f17947,l79,p374,aitɨ,ai t ɨ,bridetal2022;gerardireichert2021;gerardietal2021
f17948,l222,p374,waiti,w a i t i,gerardireichert2021;gerardietal2021
f17949,l199,p374,tsegà,ts e g à,gerardietal2021
f17950,l168,p374,aitɨ,a i t ɨ,gerardireichert2021;gerardietal2021
f17951,l168,p374,aitɨ,ai t ɨ,gerardireichert2021;gerardietal2021
f17952,l223,p374,aitɨ,a i t ɨ,gerardireichert2021
f17953,l224,p374,taitɨ,t a i t ɨ,bridetal2022;gerardireichert2021;gerardietal2021
f17954,l225,p374,haitɨ,h a i t ɨ,bridetal2022;gerardireichert2021;gerardietal2021
f17955,l224,p374,taitɨ,t ai t ɨ,bridetal2022;gerardireichert2021;gerardietal2021
f17956,l262,p374,eitɨ,e i t ɨ,gerardireichert2021;gerardietal2021
f17957,l227,p374,atʃa,a tʃ a,gerardietal2021
f17958,l245,p374,haitɨ,h ai t ɨ,gerardireichert2021;gerardietal2021
f17959,l264,p374,aitɨ,ai t ɨ,gerardireichert2021;gerardietal2021
f17960,l264,p374,aitɨ,a i t ɨ,gerardireichert2021;gerardietal2021
f17961,l248,p374,ĩnhpisako,ĩ nʰ p i s a k o,gerardietal2021
f17962,l229,p374,koroʔtʃit,k o r o ʔ ʃ i t,gerardietal2021
f17963,l228,p374,ðoti,ð o t i,gerardietal2021
f17964,l230,p374,ok,o k,gerardireichert2021;gerardietal2021
f17965,l249,p374,tʃoɨ,tʃ oɨ,gerardietal2021
f17966,l225,p374,haitɨ,h ai t ɨ,bridetal2022;gerardireichert2021;gerardietal2021
f17967,l231,p374,piip,p iː p,gerardietal2021
f17968,l180,p374,wasə̃dopi,w a s ə̃ d o + p i,gerardietal2021
f17969,l100,p374,uati,u a t i,gerardireichert2021;gerardietal2021
f17970,l100,p374,uati,ua t i,gerardireichert2021;gerardietal2021
f17971,l181,p374,sajti,s a j t i,gerardireichert2021;gerardietal2021
f17972,l181,p374,sajtɪ,s a j t ɪ,gerardireichert2021;gerardietal2021
f17973,l243,p374,aɨtɨ,aɨ t ɨ,gerardireichert2021;gerardietal2021
f17974,l243,p374,aɨtɨ,a ɨ t ɨ,gerardireichert2021;gerardietal2021
f17975,l183,p374,aitɨ,a i t ɨ,gerardireichert2021;gerardietal2021
f17976,l183,p374,aitɨ,ai t ɨ,gerardireichert2021;gerardietal2021
f17977,l184,p374,ekʷisa,e kʷ i s a,gerardireichert2021;gerardietal2021
f17978,l234,p374,lapah,l a p + a h,gerardietal2021
f17979,l234,p374,íɲu,í ɲ u,gerardietal2021
f17980,l187,p374,aitɨ,ai t ɨ,bridetal2022;gerardietal2021
f17981,l188,p374,aitɨ,a i t ɨ,gerardireichert2021;gerardietal2021
f17982,l188,p374,aitɨ,ai t ɨ,gerardireichert2021;gerardietal2021
f17983,l222,p374,waiti,w ai t i,gerardireichert2021;gerardietal2021
f17984,l251,p374,hjtɨ,h j t ɨ,gerardireichert2021;gerardietal2021
f17985,l235,p374,aitɨ,a i t ɨ,gerardireichert2021
f17986,l236,p374,kɨjamiri hek,k ɨ j a m i r i + h e k,gerardietal2021
f17987,l237,p374,aɨɾɨ,aɨ ɾ ɨ,gerardireichert2021;gerardietal2021
f17988,l237,p374,aɨrɨ,a ɨ r ɨ,gerardireichert2021;gerardietal2021
f17989,l192,p374,retã,r e t ã,gerardietal2021
f17990,l192,p374,roka,r o k a,gerardietal2021
f17991,l245,p374,haitɨ,h a i t ɨ,gerardireichert2021;gerardietal2021
f17992,l194,p374,aitɨ,a i t ɨ,gerardireichert2021;gerardietal2021
f17993,l194,p374,aitɨ,ai t ɨ,gerardireichert2021;gerardietal2021
f17994,l195,p374,ukai,u k ai,gerardietal2021
f17995,l246,p374,owaitɨ,o w ai t ɨ,gerardireichert2021;gerardietal2021
f17996,l246,p374,owaitɨ,o w a i t ɨ,gerardireichert2021;gerardietal2021
f17997,l252,p374,atiã,a t iã,gerardietal2021
f17998,l197,p374,kisa,k i s a,gerardireichert2021;gerardietal2021
f17999,l215,p382,mɨta,m ɨ t a,galucioetal2015;gerardireichert2021;gerardietal2021
f18000,l262,p382,kreware,k r e w a r e,HGN;gerardietal2021
f18001,l247,p382,pagop,p a g o p,gerardietal2021
f18002,l216,p382,pɨahu,p ɨ a h u,gerardireichert2021;gerardietal2021
f18003,l216,p382,pɨahu,p ɨa h u,gerardireichert2021;gerardietal2021
f18004,l263,p382,jahu,j a h u,gerardireichert2021;gerardietal2021
f18005,l163,p382,jahu,j a h u,gerardireichert2021;gerardietal2021
f18006,l218,p382,iit,iː t,gerardietal2021
f18007,l219,p382,ʔɨaho,ʔ ɨ a h o,gerardireichert2021;gerardietal2021
f18008,l220,p382,ɨaho,ɨ a h o,gerardireichert2021;gerardietal2021
f18009,l219,p382,ʔɨaho,ʔ ɨa h o,gerardireichert2021;gerardietal2021
f18010,l220,p382,ɨaho,ɨa h o,gerardireichert2021;gerardietal2021
f18011,l221,p382,pɨaw,p ɨ a w,gerardireichert2021
f18012,l215,p382,pɨtatu,p ɨ t a t u,galucioetal2015;gerardireichert2021;gerardietal2021
f18013,l79,p382,pɨau,p ɨ a u,HGN;gerardireichert2021;gerardietal2021
f18014,l79,p382,pɨau,p ɨ au,HGN;gerardireichert2021;gerardietal2021
f18015,l222,p382,pɨokatu,p ɨ o k a t u,gerardireichert2021;gerardietal2021
f18016,l199,p382,kôro,k ô ɾ o,galucioetal2015;gerardietal2021
f18017,l199,p382,-kôɾo,k ô/o ɾ o,galucioetal2015;gerardietal2021
f18018,l168,p382,pɨahu,p ɨ a h u,gerardireichert2021;gerardietal2021
f18019,l168,p382,pɨahu,p ɨa h u,gerardireichert2021;gerardietal2021
f18020,l169,p382,piahu,p i a h u,gerardireichert2021;gerardietal2021
f18021,l169,p382,piahu,p ia h u,gerardireichert2021;gerardietal2021
f18022,l223,p382,pɨahu,p ɨ a h u,gerardireichert2021
f18023,l224,p382,pɨahu,p ɨ a h u,HGN;galucioetal2015;gerardireichert2021;gerardietal2021
f18024,l225,p382,ipɨaʔu,i p ɨ a ʔ u,gerardireichert2021;gerardietal2021
f18025,l224,p382,pɨahu,p ɨa h u,HGN;galucioetal2015;gerardireichert2021;gerardietal2021
f18026,l226,p382,pɨasu,p ɨ a s u,gerardireichert2021
f18027,l227,p382,páràhù,p á r à h ù,gerardietal2021
f18028,l245,p382,pɨahu,p ɨa h u,galucioetal2015;gerardireichert2021;gerardietal2021
f18029,l264,p382,pɨau,p ɨ au,HGN;gerardireichert2021;gerardietal2021
f18030,l264,p382,pɨau,p ɨ a u,HGN;gerardireichert2021;gerardietal2021
f18031,l248,p382,got,g o t,HGN;galucioetal2015;gerardietal2021
f18032,l248,p382,ŋot,ŋ o t,HGN;galucioetal2015;gerardietal2021
f18033,l229,p382,nẽttem,n ẽ tː e m,gerardietal2021
f18034,l253,p382,pɨau,p ɨ au,gerardireichert2021;gerardietal2021
f18035,l253,p382,pɨau,p ɨ a u,gerardireichert2021;gerardietal2021
f18036,l20,p382,ɨpɨtsatsun,ɨ p ɨ ts a ts u n,gerardireichert2021;gerardietal2021
f18037,l20,p382,ɨpɨt͡sat͡sun,ɨ p ɨ t͡s a t͡s u n,gerardireichert2021;gerardietal2021
f18038,l228,p382,iti,i t i,gerardietal2021
f18039,l230,p382,pakup,p a k u p,galucioetal2015;gerardireichert2021;gerardietal2021
f18040,l249,p382,ŋgetʃeret,n/g e tʃ e r e t,gerardietal2021
f18041,l230,p382,Mepaɡop,M/m e p a g o p,galucioetal2015;gerardireichert2021;gerardietal2021
f18042,l230,p382,Tupakop,T/t u p a k o p,galucioetal2015;gerardireichert2021;gerardietal2021
f18043,l230,p382,Wapaɡop,W/w a p a g o p,galucioetal2015;gerardireichert2021;gerardietal2021
f18044,l230,p382,i-pakup,i p a k u p,galucioetal2015;gerardireichert2021;gerardietal2021
f18045,l225,p382,ipɨaʔu,i p ɨa ʔ u,gerardireichert2021;gerardietal2021
f18046,l231,p382,pagop,p a g o p,gerardietal2021
f18047,l233,p382,koor,k oː r,galucioetal2015;gerardietal2021
f18048,l180,p382,ísə́,í s ə́,gerardietal2021
f18049,l100,p382,pisaju,p i s a j u,HGN;gerardireichert2021;gerardietal2021
f18050,l181,p382,ɨpɨsasu,ɨ p ɨ s a s u,gerardireichert2021;gerardietal2021
f18051,l183,p382,pɨahua,p ɨ a h u a,gerardireichert2021;gerardietal2021
f18052,l183,p382,pɨahua,p ɨa h ua,gerardireichert2021;gerardietal2021
f18053,l232,p382,-pɨahu,p ɨ a h u,galucioetal2015
f18054,l250,p382,hurua,h u r ua,gerardietal2021
f18055,l233,p382,-koot,k oː t,galucioetal2015;gerardietal2021
f18056,l233,p382,-kooɾ,k oː ɾ,galucioetal2015;gerardietal2021
f18057,l184,p382,iasu,ia s u,HGN;gerardireichert2021;gerardietal2021
f18058,l184,p382,iasu,i a s u,HGN;gerardireichert2021;gerardietal2021
f18059,l234,p382,pamne,p a m n e,gerardietal2021
f18060,l187,p382,pɨʔahu,p ɨ ʔ a h u,gerardietal2021
f18061,l188,p382,hɨão,h ɨ ã o,galucioetal2015;gerardireichert2021;gerardietal2021
f18062,l188,p382,ʔɨão,ʔ ɨ ã o,galucioetal2015;gerardireichert2021;gerardietal2021
f18063,l188,p382,ʔɨão,ʔ ɨ ão,galucioetal2015;gerardireichert2021;gerardietal2021
f18064,l222,p382,pɨokatu,p ɨo k a t u,gerardireichert2021;gerardietal2021
f18065,l251,p382,piahu,p ia h u,gerardireichert2021;gerardietal2021
f18066,l251,p382,piahu,p i a h u,gerardireichert2021;gerardietal2021
f18067,l235,p382,pɨahu,p ɨ a h u,gerardireichert2021
f18068,l236,p382,pakop,p a k o p,gerardietal2021
f18069,l237,p382,pɨsasu,p ɨ s a s u,gerardireichert2021;gerardietal2021
f18070,l245,p382,pɨahu,p ɨ a h u,galucioetal2015;gerardireichert2021;gerardietal2021
f18071,l194,p382,pɨahua,p ɨ a h u a,gerardireichert2021;gerardietal2021
f18072,l194,p382,pɨahua,p ɨa h ua,gerardireichert2021;gerardietal2021
f18073,l195,p382,piahu,p i a h u,gerardireichert2021;gerardietal2021
f18074,l195,p382,piahu,p ia h u,gerardireichert2021;gerardietal2021
f18075,l246,p382,pɨau,p ɨ au,HGN;gerardireichert2021;gerardietal2021
f18076,l246,p382,pɨau,p ɨ a u,HGN;gerardireichert2021;gerardietal2021
f18077,l239,p382,pagop,p a g o p,gerardietal2021
f18078,l252,p382,párahu,p á r a h u,gerardietal2021
f18079,l197,p382,wisau,w i s a u,gerardireichert2021;gerardietal2021
f18080,l197,p382,wisau,w i s au,gerardireichert2021;gerardietal2021
f18081,l198,p382,pɨehu,p ɨe h u,gerardietal2021
f18082,l199,p382,kuru,k u r u,galucioetal2015;gerardietal2021
f18083,l240,p382,-koɾo,k o ɾ o,galucioetal2015
f18084,l215,p383,ipɨtako,i p ɨ t a k o,galucioetal2015;gerardireichert2021;gerardietal2021
f18085,l262,p383,pitõ,p i t õ,HGN;gerardireichert2021;gerardietal2021
f18086,l262,p383,tʃãwã,tʃ ã w ã,HGN;gerardireichert2021;gerardietal2021
f18087,l247,p383,kojõpi,k o j õ p i,galucioetal2015;gerardietal2021
f18088,l247,p383,maʧo,m a tʃ o,galucioetal2015;gerardietal2021
f18089,l216,p383,ɨpɨtun,ɨ p ɨ t u n,gerardireichert2021;gerardietal2021
f18090,l216,p383,iputũna,i p u t ũ n a,gerardireichert2021;gerardietal2021
f18091,l263,p383,pɨtũ,p ɨ t ũ,gerardireichert2021;gerardietal2021
f18092,l242,p383,petuna,p e t u n a,gerardietal2021
f18093,l217,p383,pɨtun,p ɨ t u n,gerardireichert2021;gerardietal2021
f18094,l163,p383,pitəm,p i t ə m,gerardireichert2021;gerardietal2021
f18095,l201,p383,ŋitak,ŋ i t a k,gerardietal2021
f18096,l218,p383,bitsãk,b i ts ã k,galucioetal2015;gerardietal2021
f18097,l218,p383,bicãk,b i c ã k,galucioetal2015;gerardietal2021
f18098,l219,p383,ipɨton,i p ɨ t o n,gerardireichert2021;gerardietal2021
f18099,l220,p383,ipɨtun,i p ɨ t u n,gerardireichert2021;gerardietal2021
f18100,l221,p383,pɨtun,p ɨ t u n,gerardireichert2021
f18101,l215,p383,ɨpɨtako,ɨ p ɨ t a k o,galucioetal2015;gerardireichert2021;gerardietal2021
f18102,l79,p383,pɨ̃tu,p ɨ̃ t u,HGN;gerardireichert2021;gerardietal2021
f18103,l203,p383,miʃãŋ,m i ʃ ã ŋ,gerardietal2021
f18104,l222,p383,pɨa,p ɨ a,gerardireichert2021;gerardietal2021
f18105,l199,p383,bicãk,b i c ã k,galucioetal2015;gerardietal2021
f18106,l199,p383,bitʃaŋ,b i tʃ a ŋ,galucioetal2015;gerardietal2021
f18107,l168,p383,pɨhaw,p ɨ h a w,gerardireichert2021;gerardietal2021
f18108,l169,p383,pɨha,p ɨ h a,gerardireichert2021;gerardietal2021
f18109,l223,p383,pɨtũ,p ɨ t ũ,gerardireichert2021
f18110,l224,p383,pɨhare,p ɨ h a r e,HGN;galucioetal2015;gerardireichert2021;gerardietal2021
f18111,l225,p383,pɨtu,p ɨ t u,gerardireichert2021;gerardietal2021
f18112,l224,p383,pɨhare,p ɨ h a ɾ e,HGN;galucioetal2015;gerardireichert2021;gerardietal2021
f18113,l226,p383,pɨ̃tũ,p ɨ̃ t ũ,gerardireichert2021
f18114,l213,p383,iputũn,i p u t ũ n,gerardietal2021
f18115,l214,p383,inoit,i n oi t,gerardietal2021
f18116,l227,p383,kamadéhú,k a m a d é h ú,galucioetal2015;gerardietal2021
f18117,l227,p383,kamadéhú,k a m a d é/e h ú/u,galucioetal2015;gerardietal2021
f18118,l245,p383,pɨtun,p ɨ t u n,galucioetal2015;gerardireichert2021;gerardietal2021
f18119,l173,p383,pɨhare,p ɨ h a r e,gerardietal2021
f18120,l264,p383,ɨpɨtun,ɨ p ɨ t u n,HGN;gerardireichert2021;gerardietal2021
f18121,l248,p383,nip,n i p,HGN;galucioetal2015;gerardietal2021
f18122,l248,p383,dip,d i p,HGN;galucioetal2015;gerardietal2021
f18123,l229,p383,iʔtsakmãm,i ʔ ts a k m ã m,galucioetal2015;gerardietal2021
f18124,l253,p383,ɨpɨ̃i,ɨ p ɨ̃i,gerardireichert2021;gerardietal2021
f18125,l253,p383,ɨpɨ̃i,ɨ p ɨ̃ i,gerardireichert2021;gerardietal2021
f18126,l20,p383,ɨpɨtsa,ɨ p ɨ ts a,HGN;gerardireichert2021;gerardietal2021
f18127,l20,p383,ɨpɨt͡sa,ɨ p ɨ t͡s a,HGN;gerardireichert2021;gerardietal2021
f18128,l228,p383,kijã be,k i j ã + b e,galucioetal2015;gerardietal2021
f18129,l228,p383,kijã-be,k i j ã b e,galucioetal2015;gerardietal2021
f18130,l229,p383,iʔcak mãm,i ʔ c a k + m ã m,galucioetal2015;gerardietal2021
f18131,l230,p383,wãtɨm,w ã t ɨ m,galucioetal2015;gerardireichert2021;gerardietal2021
f18132,l249,p383,ŋitak,ŋ i t a k,galucioetal2015;gerardietal2021
f18133,l249,p383,ŋɡitaʔ,ŋ g i t a ʔ,galucioetal2015;gerardietal2021
f18134,l230,p383,wãtɨm,w ã t + ɨ m,galucioetal2015;gerardireichert2021;gerardietal2021
f18135,l231,p383,matsupi,m a ts u p i,galucioetal2015;gerardietal2021
f18136,l231,p383,pɨtun,p ɨ t u n,galucioetal2015;gerardietal2021
f18137,l231,p383,masopi,m a s o p i,galucioetal2015;gerardietal2021
f18138,l233,p383,bitʃam,b i tʃ a m,galucioetal2015;gerardietal2021
f18139,l180,p383,iʃimá,i ʃ i m á,galucioetal2015;gerardietal2021
f18140,l180,p383,kabi-óŋ,k a b i ó/o ŋ,galucioetal2015;gerardietal2021
f18141,l180,p383,kat,k a t,galucioetal2015;gerardietal2021
f18142,l100,p383,pituna,p i t u n a,HGN;gerardireichert2021;gerardietal2021
f18143,l181,p383,ɨpɨsa,ɨ p ɨ s a,gerardireichert2021;gerardietal2021
f18144,l243,p383,ɨpɨton,ɨ p ɨ t o n,gerardireichert2021;gerardietal2021
f18145,l183,p383,ɨpɨtun,ɨ p ɨ t u n,gerardireichert2021;gerardietal2021
f18146,l232,p383,ɨpɨtun,ɨ p ɨ t u n,galucioetal2015
f18147,l250,p383,ʃeu,ʃ eu,galucioetal2015;gerardietal2021
f18148,l250,p383,ʃew,ʃ e w,galucioetal2015;gerardietal2021
f18149,l233,p383,bisãk,b i s ã k,galucioetal2015;gerardietal2021
f18150,l184,p383,itõ,i t õ,HGN;gerardireichert2021;gerardietal2021
f18151,l185,p383,ipɨtun,i p ɨ t u n,gerardietal2021
f18152,l234,p383,miʃãŋ,m i ʃ ã ŋ,galucioetal2015;gerardireichert2021;gerardietal2021
f18153,l234,p383,ipɨtun,i p ɨ t u n,galucioetal2015;gerardireichert2021;gerardietal2021
f18154,l234,p383,miʃãk,m i ʃ ã k,galucioetal2015;gerardireichert2021;gerardietal2021
f18155,l187,p383,pɨ̃tu,p ɨ̃ t u,gerardietal2021
f18156,l188,p383,ɨpɨton,ɨ p ɨ t o n,galucioetal2015;gerardireichert2021;gerardietal2021
f18157,l222,p383,pɨa,p ɨa,gerardireichert2021;gerardietal2021
